Country,Date,Rating,Review,Version,source
Great Britain,04/14/2020,1,It took eight days from the consultation to the prescription being sent to the pharmacy. When I contacted Babylon to ask for an explanation I was told that it was due to an internal technical issue. No apology was given. I don’t think this is an acceptable timescale or attitude given that the company is dealing with people’s health.,4.20.2,babylon_itunes
Great Britain,04/14/2020,5,"I’m not sure what the people were expecting that have written bad reviews? Some are laughable at what there expecting a doctor on the other side of the phone to be able to do. There’s only so much they can do 😂

But my personal opinion is this app is amazing, every time I’ve used this service for myself and son they have been extremely helpful especially when I’ve not been able to get my son out the house

Thank you for being there when I’ve needed you!

Only one minor downside I would say was that I was on a weekend away and my son was at home with his daddy but the doctor wouldn’t call my partner to discuss my sons problem even though he is on my account, could have still done identity checks over the phone, passports et ? But wasn’t the end of the world 

Thanks again for a great app",4.20.1,babylon_itunes
Great Britain,04/13/2020,5,"Did symptom checker, advised to book Appt, so booked online, and was called back. Doctor was great. Happy.",4.20.1,babylon_itunes
Great Britain,04/13/2020,4,"Overall the app is excellent. One small gripe, when entering credit card details, the app (unusually) needs a four digit expiry year. Entering just two digits leaves the ‘add’ button greyed out.",4.20.1,babylon_itunes
Great Britain,04/12/2020,5,"I’m a busy person, Babylon is the perfect way for me to balance being sick",4.20.1,babylon_itunes
Great Britain,04/11/2020,1,"Rubbish dangerous app that will try and remove everything ai on line and doctors this app was developed by members of Boris Johnsons mps in the uk 
Warning the uk government is pushing this app.
If you do the research who run this company ceo. You will see",4.20.1,babylon_itunes
Great Britain,04/11/2020,5,"Like many, I am reluctant to call my GP in the early stages of starting to feel unwell. Having this AI to do a first check is very helpful. It gives a home treatment plan where appropriate and then signs to watch for that medical help may be in fact be required. It helps relax me and guide me. Good tool.",4.20.1,babylon_itunes
Great Britain,04/11/2020,4,"The GP called somewhere between 5 and 10 mins later than the booked time but that’s not by any means unreasonably late compared with my memories of appointments at my local surgery. First attempt had no sound in either direction but the doctor “hung up” and tried again and the second attempt was fine. Video and sound perfectly good enough for the purpose. A couple of minutes after completing the call my prescription came through. I selected to send it to my local Boots. The app indicated that it had been sent but I wasn’t sure if I still needed to wait for a separate notification that it was ready to pick up. Nothing arrived in the app for at least another 30 mins so I went to Boots in the hope it was there. They had no record of the prescription. Thankfully one of their (brilliant) pharmacy team called the Babylon number, confirmed the prescription was legitimate and that the hold up was it needed to be faxed! That came as a surprise to us both: Nice modern video consultantation relying on faxes - technology from the 19th century! Not quite what I expected. However all resolved within about 30 minutes so overall much more convenient than fighting for an appointment - even a telephone consultation from my local surgery, which is closed at the weekends in any case. I am fortunate that the service is provided as a benefit with the BUPA cover from my employer. I would have to understand the charging structure to know whether I would use this on the app’s “pay-as-you-go” scheme has that not been the case.",4.20.1,babylon_itunes
Great Britain,04/11/2020,2,"You’re unable to buy test kits via the app anymore and it also seems to hide certain options unless you switch your membership type between “Babylon” and your GP. Apps functionality is rather disappointing, the only decent thing is booking your appointments but that’s hardly rocket science in an app.",4.20.1,babylon_itunes
Great Britain,04/10/2020,2,"Booking an appointment was easy. I had one within 1/2 hr of logging in. The Doctor was great.
The prescription service is awful.  It relies on the pharmacy having a fax. I rang the pharmacy I had selected as suggested, this was to check they had received my prescription. 
They hadn’t as they don’t have a fax (who does these days).
I called Customer support they says they’d call the pharmacy and call me back. 45 mins later I still haven’t heard. The pharmacy closes in 15 mins. Far from perfect situation",4.20.1,babylon_itunes
Great Britain,04/10/2020,5,Very helpful and trustworthy during this difficult time.,4.20.1,babylon_itunes
Great Britain,04/10/2020,5,"Fantastic service, because it’s easy to use, with the ability to speak and face time with a specialist, to understand the best next steps. This should be a core service if the NHS.",4.20.1,babylon_itunes
Great Britain,04/10/2020,3,The app is great however it is missing support for iPad,4.20.1,babylon_itunes
Great Britain,04/09/2020,5,This has been invaluable to me since moving to London a year ago. I’ve never had a bad experience and I’ve been unwell a lot. Would definitely recommend gp at hand and Babylon!,4.20.1,babylon_itunes
Great Britain,04/08/2020,2,"App is very buggy, lots of issues with the calls, not coming through, not being able to hear or see the physician.",4.20.1,babylon_itunes
Great Britain,04/08/2020,5,"The GP at hand is a no brainer for any Londoners since its part of the NHS. I would usually have to wait between 4-8 weeks for an appointment at my busy London GP, but since I moved over to Babylon’s GP at hand service, I don’t wait more than an hour!! It’s faster than 111 and nearly all of the GP’s I have spoken to are absolutely incredible. Would definitely recommend, even if you have to pay!",4.20.0,babylon_itunes
Great Britain,04/07/2020,2,The app just cancelled my appointment with no explanation/reason why. There’s no way for me to get in touch with someone to find out why either.,4.20.0,babylon_itunes
Great Britain,04/06/2020,5,I can finally make time to see my GP I’m so happy about this.,4.20.0,babylon_itunes
Great Britain,04/05/2020,5,Such a helpful addition to NHS services,4.20.0,babylon_itunes
Great Britain,04/04/2020,5,Fantastic app for me and my family!,4.20.0,babylon_itunes
Great Britain,04/04/2020,1,Horrible user experience. Crashes a lot. Unable to add family member so unable to book appointments. Useless app.,4.20.0,babylon_itunes
Great Britain,04/03/2020,1,"They take the money for an appointment and then don’t provide the service.  When you then ask for a refund they don’t actually send you the money. Shocking service and woeful customer service. 
Would suggest literally any other service",4.20.0,babylon_itunes
Great Britain,04/03/2020,3,Amazing app with great access to doctors any time. Their prescription service relies on fax machines though (which not many places have!) so getting a prescription is really hard work. Not what you need when you’re sick and standing in a pharmacy for 45 mins trying to call Babylon Helpdesk.,4.20.0,babylon_itunes
Ireland,04/02/2020,5,"So convenient, love this app!support team on help desk are really nice and helpful, doctors are so friendly and professional ,consultations are thorough and easy to navigate!and cost effective for minor things !!would highly recommend!!!",-,babylon_itunes
Great Britain,04/02/2020,5,Time to take charge of your own health and this platform allows you to ensure both physical and mental wellbeing,4.18.3,babylon_itunes
Great Britain,04/02/2020,5,"You can have appointments anywhere as long as you have your phone

Great if you move around a lot

High quality professionals.",4.18.3,babylon_itunes
Great Britain,03/30/2020,1,"After about 30 attempts entering my corporate membership number, I’ve given up.",4.18.3,babylon_itunes
Great Britain,03/28/2020,5,No hassle and the GPS are always helpful and attentive! Worth it for the convenience!,4.18.3,babylon_itunes
Great Britain,03/28/2020,1,"Regret signing up to this service as found doctors are not very pleasant, supportive or helpful. 

Used this option as secondary to my GP but I find I definitely get a better service with GP so can’t see the point of paying extra a year for this level of service.",4.18.3,babylon_itunes
Japan,03/26/2020,1,Doesn’t work. Too buggy. Horrible idea. DON’T download!,-,babylon_itunes
Great Britain,03/26/2020,5,Ion glad I’m able to use the app and contact my general practitioner in the comfort of my home. Superb app that other Gp services need to take up,4.18.2,babylon_itunes
Great Britain,03/25/2020,5,"I’m so glad I took the leap to GP at hand. I moved because working in the city it was ridiculous trying to call a doctor at 8am (when I would already be at on on the way to work) for an appointment that day. But aside from ease of booking the service is so much better. I can slip into a meeting room at work for an appointment, the prescriptions are simple and fast, but best of all, the doctors are kind, attentive and take me and my health seriously. I have also visited a couple of the centres when an in person appointment was needed and this worked fine too.",4.18.1,babylon_itunes
Great Britain,03/25/2020,5,The most useful and helpful service I’ve ever experienced - the NHS are onto something that could help millions - especially in the global health crisis such as the one we’re currently in...thank you!,4.18.1,babylon_itunes
Great Britain,03/23/2020,2,This service only works if you have a simply issue. The team I’m the background buckle on the simplest of requests otherwise. Leaving you in distress and sometimes without medication you are unable to just stop. It is a dangerous place to leave people.,4.18.1,babylon_itunes
Great Britain,03/23/2020,1,The AI chatbot provides wrong and unsafe information. The data protection policy is abysmal. Use at your own risk.,4.18.1,babylon_itunes
Great Britain,03/23/2020,5,"Knowing you can talk to a GP online while we are stuck at home during this social distancing period is priceless! 
Will recommend the app to my family and friends who are freaking out about covid-19",4.18.1,babylon_itunes
Great Britain,03/22/2020,1,"I needed an urgent appointment but all the doctors I saw look less experienced. I was misdiagnosed by Babylon Health long time ago and taken to the emergency service. The quality of doctors looks still terrible.

Don’t book appointments with them - even when you notice that Babylon Health allocates a Doctor without decent experience, you can’t get the refund fees.",4.18.1,babylon_itunes
Great Britain,03/22/2020,3,"Had my first appointment this week. Doctor promised to send email with plan for follow up but never received. Also could not prescribe schedule 4 anxiety medication, which was disappointing. I would consider using again but only if I cannot make it to see a GP in person for something like antibiotics. 

Also for the developers of the app - it’s extremely frustrating that the iOS app clears data each time you minimise eg.. if you’re almost finished booking your appointment and want to double check your phone number when you minimise the app it wipes everything so when you come back in you have to start again. Maybe put a 30 second timer on it? Just a thought.",4.18.1,babylon_itunes
Great Britain,03/22/2020,1,"I am in distress and need help and you have rejected my consultation because you can not process my driving licence details quickly enough!
Shame on you, you should not be in this business even for a second!",4.18.1,babylon_itunes
Singapore,03/21/2020,1,Have rhinitis but the app told me that I have sepsis and should go to A&E via ambulance. Incompetent.,-,babylon_itunes
Great Britain,03/21/2020,5,Especially if you are deaf like me strongly recommended application,4.18.1,babylon_itunes
Great Britain,03/21/2020,5,I got an appointment within hours of booking. This service is a life changer,4.18.1,babylon_itunes
Great Britain,03/20/2020,5,"I cannot say enough good things about Babylon. I always feel reassured by their GPS, service is amazing. Worth every single penny and more. Love you guys - keep doing what you’re doing. Ali Parsa - what an amazing company you have built!",4.18.1,babylon_itunes
Great Britain,03/20/2020,5,"Due to crazy working hours, I can rarely leave the office to get the doctors. With Babylon, I can often get an appointment within the hour and the doctors are always amazing and so helpful! I’m so happy knowing I have this service.",4.18.1,babylon_itunes
Great Britain,03/19/2020,1,"Rubbish dangerous app that will try and remove everything ai on line and doctors this app was developed by members of Boris Johnsons mps in the uk 
Warning the uk government is pushing this app.
If you do the research who run this company ceo. You will see",4.18.0,babylon_itunes
Germany,03/19/2020,1,"First time attempting to speak with a GP. Chose an appointment at crazy hours, because that’s what was left (that’s my problem, not the app). Waited for the phone all, but it didn’t happen. There was no communication around a delay. Waited some more and emailed Babylon. Went back into the app and a pop up told me the appointment had been cancelled (in a back announcing kinda way). So I booked the next available appointment which was 20 mins later, and now I’m still waiting. No call, no contact about a delay (not even a backannounced cancellation). I wanted to love it, but it’s done so badly. Total waste of time :(",4.18.1,babylon_itunes
Great Britain,03/18/2020,5,"Great service , reassuring and easy to use. Had a wonderful call from a great doctor who made you feel important and they were so knowledgeable and helpful .",4.18.0,babylon_itunes
Switzerland,03/16/2020,4,efficient way to have GP !,-,babylon_itunes
Great Britain,03/15/2020,5,Very helpful. Love it,4.18.0,babylon_itunes
Great Britain,03/15/2020,5,All go surgeries should work like this.  Truest brilliant,4.18.0,babylon_itunes
Great Britain,03/14/2020,5,I love Babylon GP at hand. Have told all my friends to sign up. Being able to log into the app and book an appointment immediately means I get great quality care quickly at the times I need it.,4.18.0,babylon_itunes
Great Britain,03/14/2020,5,"For me, I’ve haven’t had any issues with Babylon or GP at hand. It’s been very easy each time and I find the clinicians very polite, punctual and very attentive. I have had one referral for a treatment and the hospital were a bit useless but the staff at Babylon really went out of their way to help me to get in touch with the ward. I would honestly recommend this service if you are someone who is relatively healthy but has a few issues now and then. I’m asthmatic too so need a repeat prescription which is also very easy through the app.",4.18.0,babylon_itunes
Great Britain,03/13/2020,3,"I loved the idea of this app, I’ve had it around 4 months now and it’s been useful to get quick attention for my mental health. 

There are other conditions that I’ve needed medicine for however and I’ve been told I need to go to a GP. 

The reason I got this app was because my surgery is so awful and getting an appointment is only doable by grappling with everyone else at 8:30 in the morning and hoping to get through to the receptionist to get an appointment for that day, none in advanced. Which isn’t great for a working life. The way this app still has to lean on the NHS is disappointing as I thought I’d be getting an alternative. 

I really hope it tries to decouple itself more from it and becomes less reliant on having to go to GPs.

Also one thing that was never made clear to me was, you will pay varying rates for you prescriptions. I paid £3-£5 for my prescriptions in the north, I then moved south and was spending £40-£60 for the same prescriptions, the prices vary at different pharmacies. Beware of this.

The way this app sends prescriptions to pharmacies when you’re issued them is by Fax (yes they’re still using them!) so often you still need to wait at pharmacies to collect orders as the ones I’ve encountered just don’t take any notice of them.",4.18.0,babylon_itunes
Great Britain,03/13/2020,5,So amazing!!!,4.18.0,babylon_itunes
Great Britain,03/13/2020,1,"Do not register with them. Time wasters! 
They don’t do anything at all everything just gets thrown back and forth between different doctors.",4.18.0,babylon_itunes
Great Britain,03/13/2020,1,"The app is great, up to a point. 
When you need anything more than an over the phone appointment the service really fails. 
The hours are incredibly inflexible, and the surgeries really hard to find. 
I was five mins late and was turned away, I got this app because I work 12 hour days- I had to take time off work to get there. 
It’s really disappointing, I needed to get blood work done- and five minutes seems a bit steep to cut me off. 
Very “computer says no” and ignores like the human side of interacting with people.",4.18.0,babylon_itunes
Great Britain,03/13/2020,5,I find this to be one of the best applications out there . It makes everything so much easier for both parties having the feature with video call as well. Sometimes due to different reasons it’s hard to leave the comfort of your house but with -GP at hand- you can have your own private consultation right inside your room .,4.18.0,babylon_itunes
Great Britain,03/13/2020,1,They cancelled my face to face appointment without even giving an explicit explanation. I took half day off to be able to attend this appointment. This is very frustrating.,4.18.0,babylon_itunes
English,06/04/2020,5,"The best I've experienced. If the rating was higher I certainly would have gone higher. The Doctor was very engaging and calm. She explained everything to me , which made me feel so at ease. Thank you Babylon for an amazing service.",4.22.1.40420000,babylong_gp
English,06/03/2020,1,"I am sorry to say this but after paying for the session, no one has called me, even though they sent me a message on the app that they will call me and no one has on the app. I haven't received a phone call either which is appaling and had to contact them to get my refund I had to ask for. I hope you will not have the same experience as mine. Oh, I have to wait three days for refund. Fantastic service.",4.21.1.39418000,babylong_gp
English,06/02/2020,5,No more engaged tone to get a GP appointment!,4.22.1.40420000,babylong_gp
English,06/02/2020,5,Such a better and more efficient experience then having to wait weeks for a physical appointment at the doctor.,4.22.1.40420000,babylong_gp
English,06/01/2020,5,Great service. Quick appointment and consulation. Very happy.,4.22.1.40420000,babylong_gp
English,06/01/2020,5,"App is clear and easy to use. The service is amazing. Babylon is my NHS Go, through ""GP at Hand"". There are always appointments at short notice (even late night at the weekends). Every time I've used the service, the doctors are friendly, knowledgeable and helpful.",4.21.1.39418000,babylong_gp
English,05/31/2020,5,Efficient and very effective. Saves a lot of time for the same outcome with professional service,4.21.1.39418000,babylong_gp
English,05/30/2020,1,"They sent a fax to wrong pharmacy, yes you read that right, fax! In 2020. I didnt know that thing still exist. Due to the wrong pharmacy my dispenser took longer to deliver. Go figure.",4.21.1.39418000,babylong_gp
English,05/30/2020,3,"Was useful once when I needed to talk to someone quickly about a baby rash a couple of months ago. However, I had GPs not showing up for TWO appointments on the same day. Really not impressed of how much of my time was wasted by Babylon today.",4.20.2.37994000,babylong_gp
English,05/29/2020,5,I love this app as you need not physically visit a GP. One can take a video/audio call from the GP by taking an online appointment over the app.,4.22.0.39939000,babylong_gp
English,05/29/2020,5,Such a good service. Same day appointments. Great app. Secure.,4.21.1.39418000,babylong_gp
English,05/29/2020,5,"Excellent app - easy to register, quick to get appointments booked and sends reminders ahead of appointments so you don't forget. Ideal.",4.21.1.39418000,babylong_gp
English,05/28/2020,3,"Videochat breaks if you switch to something else in your phone and go back to Babylon app, you can't switch to back camera and use flashlight, so trying to show your throat to a doctor you end up with sticking the phone in your mouth - not very hygienic, looks and feels a bit stupid. Overall - much better than nothing, but needs a lot of work.",4.22.0.39939000,babylong_gp
English,05/27/2020,5,Works as expected. Saves waiting for the local GP,4.21.1.39418000,babylong_gp
English,05/27/2020,5,"I had an appointment with Dr Anna-Louise today, generally I've always had a positive,&pleasurable experience with all staff& Doctors at Babylon,but this young lady Dr Anna-Louise Victoria Dennis is really something else,i think she's an angel, as well as she's an excellent Doctor, she's also an amazing human being, she has such caring nature, attentive,and always wanting to help,& she always makes me feel better about myself as a patient after speaking with her.Please thank Dr Anna on my behalf",4.21.1.39418000,babylong_gp
English,05/26/2020,5,"Amazing services! Simple, effective, great doctors!",4.22.0.39939000,babylong_gp
English,05/26/2020,4,Fantastic and incredibly useful. However it would be helpful to be able to send more than 1 picture or a video to the doctor. One picture as attachment is not enough.,4.21.1.39418000,babylong_gp
English,05/25/2020,2,Looks good but hard to set it up and book appointments for more than one family member,4.21.1.39418000,babylong_gp
English,05/22/2020,5,Very easy to set up and use. Had a consultation call within 30 minutes of setting.,4.22.0.39939000,babylong_gp
English,05/22/2020,5,Incredibly easy process. Booked a telephone appointment with a GP and had the call within 10 minutes. Couldn't recommend more.,4.21.1.39418000,babylong_gp
English,05/21/2020,5,The appt was on time and there were several options to choose from. The Dr was extremely helpful and polite and was able to resolve my issue over the phone,4.21.1.39418000,babylong_gp
English,05/19/2020,5,Fast online GP service.,4.21.1.39418000,babylong_gp
English,05/19/2020,5,"Convenient, quick and easy to get appointments. Satisfied with advice from GPs. Much better than physically having to visit a surgery",4.21.1.39418000,babylong_gp
English,05/19/2020,5,"Fast, smooth process from start to finish, where has this app been all my life? GP consultations within the hour over the phone or videocall, you can't beat that.",-,babylong_gp
English,05/18/2020,1,"I had back pain, starting on May 2019. It took >6 months to do MRI and determine I had herniated disk. All the exercises done by the referred GPs have done nothing but worsen the situation. It's May 2020, and I still didn't have the chance to get operated. Funny enough, I had over 15 calls with them about this and THEY LOST MY DOCUMENTS. Pain increases, I can't do exercise for 1 month and all I hear is ""sorry to hear about your situation, I'm here to help"". Well... that's okay if you work in Amazon Customer Services and you bought a broken MP3 player. I will raise this as far as I can, until I get the right treatment.",4.21.1.39418000,babylong_gp
English,05/18/2020,2,"Poor, so far. Entering insurance details doesn't connect to your membership type, fingerprint doesn't work (I have 8 other apps on my phone using it. Works fine with them) and there's a connection step at set up that I've tried 4 times and it hasn't worked either.",4.21.1.39418000,babylong_gp
English,05/18/2020,5,Excellent and very quick access to GP,4.21.1.39418000,babylong_gp
English,05/18/2020,5,"Honestly this is SO much more efficient than trying to get GP office appointments. I love how quickly I can talk to exactly who I want to talk to. Then, if I need to see someone in person for proper physical examinations, they arrange it for me :) great app.",4.21.1.39418000,babylong_gp
English,05/18/2020,1,"Option for 'tests' doesn't show up, called support two times but they're clueless...",4.21.1.39418000,babylong_gp
English,05/18/2020,5,"Works so perfectly for me, really easy to book appointments and the clinicians and GPs are lovely, polite, and put you at ease.",4.20.2.37994000,babylong_gp
English,05/17/2020,5,Amazing,4.21.1.39418000,babylong_gp
English,05/17/2020,5,Very useful app to get access to medical help from GP via video call. Highly recommended in this time of COVID19 pandemic.,4.21.1.39418000,babylong_gp
English,05/17/2020,1,Buggy and hard to follow when setting up. Hope their medical skills are better than the app design.,4.21.1.39418000,babylong_gp
English,05/17/2020,5,Everyone needs these people IMO,4.21.0.38903000,babylong_gp
English,05/17/2020,5,Great!,4.21.0.38903000,babylong_gp
English,05/16/2020,5,Very good idea !,4.20.2.37994000,babylong_gp
English,05/15/2020,5,Really very useful in speaking to a nurse or GP straight away and then making a face to face appointment if needed. It's also so great that you can see all availability for appointments and choose when you can. So efficient.,4.21.1.39418000,babylong_gp
English,05/14/2020,5,Good service,4.21.1.39418000,babylong_gp
English,05/14/2020,5,Amazing fast response,4.21.1.39418000,babylong_gp
English,05/14/2020,5,"A great idea and incredibly helpful for working professionals who struggle to fit in routine appointments during the working week. The ""message clinician"" feature is also very helpful for when you want advice that is no urgent. A couple of things would be helpful • better access to prescribing pharmacists so we don't need to book a gp appointment • allow patients to call back if they miss the initial call",4.21.1.39418000,babylong_gp
English,05/14/2020,5,"During this pandemic, I could not get a doctor's appointment with my GP. I got to see a wonderful and very clever GP on Babylon who understood my problem and was able to advise me and refer me to an emergency eye clinic. I am grateful and so pleased that there is an available doctor to help me!",4.20.2.37994000,babylong_gp
English,05/14/2020,5,"The modern and quick way to access GPs. It is very easy to book an appointment and generally I am able to get an appointment same day, 7 days per week and from early morning to late in the evening.",-,babylong_gp
English,05/13/2020,5,Very helpful and easy to access.,4.20.2.37994000,babylong_gp
English,05/12/2020,5,Great appointment. put my mind at rest and explained things.,4.21.0.38903000,babylong_gp
English,05/12/2020,5,"Refused to honour paid subscription. Paid for three month subscription, downgraded a month before renewal to pay as you go in order to stop recurring billing. This instantly downgraded my account and ""cost"" me 1 months subscription. Support are refusing to honour what has been paid for. Edit: Support have since resolved the issue and credited the time to my account. They have also resolved to put procedures in place going forward to stop this issue happening again. In which case 5*",4.21.0.38903000,babylong_gp
English,05/12/2020,5,Babylon is really taking doctors to the new age of tech. Everytime I use the app I feel it more. Great work,4.20.2.37994000,babylong_gp
English,05/11/2020,5,"Bank of highly rated GP is always accessible, staff friendly and you're nearly always given a same day appointment. You can ask to have a regular GP and all the other options a surgery has. Referrals to hospitals are immediate",4.21.0.38903000,babylong_gp
English,05/11/2020,1,"Hangs every time I try to book. 13th time today. Bloody terrible app. Thanks Bupa for the freebie after you pulled your services we pay for to ""assist with the NHS response to Covid-19. But clearly, this app doesn't work.",4.21.0.38903000,babylong_gp
English,05/11/2020,5,"Always great staff, get appointments pretty much whenever I want.",4.20.2.37994000,babylong_gp
English,05/11/2020,5,Babylon and GP at hand is perfect. After having bad experience with my local GP finally i found this and im so happy. Very helpful people!,4.20.2.37994000,babylong_gp
English,05/09/2020,5,Excellent consultation. Brilliant system.,4.21.0.38903000,babylong_gp
English,05/07/2020,5,I had a good experience operating this app. It is easy and straightforward.,4.20.2.37994000,babylong_gp
English,05/07/2020,5,"Easy to use, good UI and great customer service. Thanks !",4.20.2.37994000,babylong_gp
English,05/06/2020,5,"Works as intended, super happy with the excellent service",4.20.2.37994000,babylong_gp
English,05/06/2020,5,"Good availability of appointments, you'll get to talk to a doctor from home over a video call. Symptoms checker is useful.",4.20.2.37994000,babylong_gp
English,05/06/2020,5,"This app is a genius! I'm so happy with this service, saves so much time. Much better than a regular GP service. I highly recommend.",4.20.2.37994000,babylong_gp
English,05/06/2020,5,"I have been using Babylon as my GP for a year and I always had a great service.Really fast and easy to book an appointment at short notice, all the physicians and nurses I speak to were really professional. When necessary, the physician on the call allowed me to have a little more time for the consultation. Good spaces for the physical clinics as well, even if they can be a little crowded and you may have to travel to the other side of the city to get an appointment at short notice (1-2days).",4.20.2.37994000,babylong_gp
Spanish,05/06/2020,5,Excelente,4.21.0.38903000,babylong_gp
English,05/05/2020,5,Very easy to use. GP appointment within an hour in the evening.,4.21.0.38903000,babylong_gp
English,05/05/2020,5,"Great app, great service. Would recommend.",4.20.2.37994000,babylong_gp
English,05/05/2020,5,"Great app, great service from the professionals that make it run. Even if this wasn't included in my health insurance, I'd probably pay for it. GP appointment at my convenience is priceless when the NHS is stretched and I can make sure someone who needs that NHS appointment can have it.",4.20.2.37994000,babylong_gp
English,05/05/2020,5,"Very convenient to be able to check any health concerns with a GP through a video chat. So far I have been able to get an appointment in less than 2h, often in a matter of minutes, even late in the evening. All GPs I have talked to so far have been really good, often better than some I have met in the surgery practice I am registered with. The only downside is that you cannot request seeing a specific doctor.",4.20.2.37994000,babylong_gp
English,05/05/2020,5,"Compared to the experience of seeing a ""brick and mortar"" GP office in London, this is absolutely fantastic. Convenient, fast, the GP will issue you a prescription or refer to a specialist. This is extremely good service especially for London with oversubscribed GP practices. All the GPs so far have been helpful, explained everything, calm, relaxed maybe because they're working out of comfort of their home office.",4.20.2.37994000,babylong_gp
English,05/04/2020,5,Excellent service - great to have access to GP and video appointments at this time!,4.20.2.37994000,babylong_gp
English,05/03/2020,4,Great for setting up doctor appointments.,4.20.2.37994000,babylong_gp
English,05/03/2020,5,A very comprehensive service .,4.20.2.37994000,babylong_gp
English,05/01/2020,5,"Fast, efficient and helpful. What you need in the current climate.",4.20.2.37994000,babylong_gp
English,05/01/2020,5,Had the best experience ever with medical appointments. Dr. Fanny was very helpful with my Mum's appointment,4.20.2.37994000,babylong_gp
English,04/30/2020,5,What more could you ever need from a Doctor that this service can't provide? Nothing! 👌 it's spot on.,4.20.2.37994000,babylong_gp
English,04/29/2020,5,"I spoke with an awesome doctor after waiting for just 5 minutes. The doctor was kind and understanding, didn't rush me, and gave so much better advice than any of my NHS GP's. I totally love the app. Reasonably priced also.",4.20.2.37994000,babylong_gp
English,04/29/2020,5,I have been suffering from exceptionally difficult anxiety at the moment. This app gives me immediate access to a GP (it's not the same GP every time) and has meant that I've been able to access different mental health resources and medical prescriptions with a fast turnaround. I booked a GP appointment 10minutes before having one on the phone.,4.20.2.37994000,babylong_gp
English,04/28/2020,5,Really easy to book an appointment and spoke to a doctor almost straight away! Also has a very good symptom checker.,4.20.2.37994000,babylong_gp
English,04/28/2020,5,"Easy to use, book appointments and change details on the app. A GP was available almost immediately when I needed so definitely recommend the app!",4.20.2.37994000,babylong_gp
English,04/28/2020,5,"Getting a video or telephone appointment is really easy, although sometimes technical issues mean that I have sometimes not received a call. But, you can get another appointment soon afterwards., The doctors have all been very professional and helpful and I find this is so helpful for me as getting to a GP in person can be difficult.",4.20.2.37994000,babylong_gp
English,04/27/2020,5,What a great service. Fast simple and effective.,4.20.2.37994000,babylong_gp
English,04/25/2020,5,"Great so far, mood tracker is excellent",4.20.2.37994000,babylong_gp
English,04/25/2020,5,Super easy to use. Next day appointment. Dr was approachable and knowledgeable. Will definitely use again.,4.20.2.37994000,babylong_gp
English,04/24/2020,5,"Excellent service. Prompt, good medical care and follow up",4.20.2.37994000,babylong_gp
English,04/24/2020,5,It's a very good app and very easy to use and make appointments and speak to the gp at any time.,4.20.2.37994000,babylong_gp
English,04/24/2020,5,"Really love this app, it's so quick and convenient! The best part of the app is I can always get an appointment the same day",4.20.2.37994000,babylong_gp
English,04/22/2020,5,"Efficient, friendly and professional",4.20.2.37994000,babylong_gp
English,04/20/2020,2,Only two stars for good try. Very limited d.base of conditions. Few symptoms to choose from. At the very first trouble in pinpointing one that actually fits the bill the app reverts you to your GP. Hardly driven by AI. It took me 10min of intensive Google queries to find exactly what I was after. The app needs much more of learning to do before it can offer reliable assistance.,4.20.0.37286000,babylong_gp
English,04/18/2020,5,Great app when you're in need of a GP,4.20.1.37561000,babylong_gp
French,04/18/2020,1,"I had a video consultation on Monday, but the doctor refused to do it because of some verification informations weren't matching despite I was in very bad shape... The doctor said he will contact the admins then they will contact me but it never happens. Today, the application debit my account of 49£ but consultation wasn't done and any medical advice or prescription were given. claim raised the 09/04 but nothing happened since!! Stop stealing people money!!",4.20.1.37561000,babylong_gp
English,04/16/2020,5,"Brilliant service. Clinician called bang on time, most friendly, helpful & caring & her advice was most helpful.",4.20.0.37286000,babylong_gp
English,04/16/2020,5,Can see a good doc 24/7 (usually within one hour) in my PJs. Beats the alternative by a mile.,4.20.0.37286000,babylong_gp
English,04/15/2020,5,"Easy to use, much easier to get appointments than going to your regular surgery. Polite, competent staff. Logs your notes so that you can look back if you forget the doctors instructions. Really good!!!",4.20.0.37286000,babylong_gp
English,04/15/2020,4,Love the improving user interface/features and the ease at which one can make appointments and also quickly check symptoms. Cut one star as I'd appreciate the ability to contact support through the app or being able to confirm choose assigned pharmacy through the app. Also need to improve ways in which both the GP and myself can review previous history. Accessibility to appointments beat all GP practices I've had in the last decade!,4.20.0.37286000,babylong_gp
English,04/15/2020,5,I really recommend the app. You get a phone appointment withing a day. I was never disappointed with the treatment. Even now in times on pandemic i managed to get my appointment straight away and will be able to continue my contraception treatment as usual.,4.20.0.37286000,babylong_gp
English,04/15/2020,2,"1. Even after uploading documents, it prompts for verifying it again, with new appointment booking. 2. Document upload feature for verification doesn't support image upload. Takes only camera picture 3. Can't upload more than one picture for appointment for diagnosis 4. Notification shows with numbers, but they are all at same pattern. Don't know which one to read, probably can be bold fonts for new notifications 5. Doesn't have camera switch option while on call",4.20.0.37286000,babylong_gp
English,04/15/2020,5,Brillant app symptoms checker good doctors can get a appointment 24/7,4.18.2.36555000,babylong_gp
English,04/14/2020,5,"Superb experience, appointment in 20 mi utes from setting up and Dr Alice was amazing.",4.20.0.37286000,babylong_gp
English,04/14/2020,5,Very good I rate this top marks such a great app the doctors are so helpful and very polite . The app is so easy to use,4.20.0.37286000,babylong_gp
