Country,Date,Rating,Review,Version
Great Britain,04/13/2020,width: 99%;,"Did symptom checker, advised to book Appt, so booked online, and was called back. Doctor was great. Happy.",4.20.1
Great Britain,04/13/2020,width: 79%;,"Overall the app is excellent. One small gripe, when entering credit card details, the app (unusually) needs a four digit expiry year. Entering just two digits leaves the ‘add’ button greyed out.",4.20.1
Great Britain,04/12/2020,width: 99%;,"I’m a busy person, Babylon is the perfect way for me to balance being sick",4.20.1
Great Britain,04/11/2020,width: 19%;,"Rubbish dangerous app that will try and remove everything ai on line and doctors this app was developed by members of Boris Johnsons mps in the uk 
Warning the uk government is pushing this app.
If you do the research who run this company ceo. You will see",4.20.1
Great Britain,04/11/2020,width: 99%;,"Like many, I am reluctant to call my GP in the early stages of starting to feel unwell. Having this AI to do a first check is very helpful. It gives a home treatment plan where appropriate and then signs to watch for that medical help may be in fact be required. It helps relax me and guide me. Good tool.",4.20.1
Great Britain,04/11/2020,width: 79%;,"The GP called somewhere between 5 and 10 mins later than the booked time but that’s not by any means unreasonably late compared with my memories of appointments at my local surgery. First attempt had no sound in either direction but the doctor “hung up” and tried again and the second attempt was fine. Video and sound perfectly good enough for the purpose. A couple of minutes after completing the call my prescription came through. I selected to send it to my local Boots. The app indicated that it had been sent but I wasn’t sure if I still needed to wait for a separate notification that it was ready to pick up. Nothing arrived in the app for at least another 30 mins so I went to Boots in the hope it was there. They had no record of the prescription. Thankfully one of their (brilliant) pharmacy team called the Babylon number, confirmed the prescription was legitimate and that the hold up was it needed to be faxed! That came as a surprise to us both: Nice modern video consultantation relying on faxes - technology from the 19th century! Not quite what I expected. However all resolved within about 30 minutes so overall much more convenient than fighting for an appointment - even a telephone consultation from my local surgery, which is closed at the weekends in any case. I am fortunate that the service is provided as a benefit with the BUPA cover from my employer. I would have to understand the charging structure to know whether I would use this on the app’s “pay-as-you-go” scheme has that not been the case.",4.20.1
Great Britain,04/11/2020,width: 39%;,"You’re unable to buy test kits via the app anymore and it also seems to hide certain options unless you switch your membership type between “Babylon” and your GP. Apps functionality is rather disappointing, the only decent thing is booking your appointments but that’s hardly rocket science in an app.",4.20.1
Great Britain,04/10/2020,width: 39%;,"Booking an appointment was easy. I had one within 1/2 hr of logging in. The Doctor was great.
The prescription service is awful.  It relies on the pharmacy having a fax. I rang the pharmacy I had selected as suggested, this was to check they had received my prescription. 
They hadn’t as they don’t have a fax (who does these days).
I called Customer support they says they’d call the pharmacy and call me back. 45 mins later I still haven’t heard. The pharmacy closes in 15 mins. Far from perfect situation",4.20.1
Great Britain,04/10/2020,width: 99%;,Very helpful and trustworthy during this difficult time.,4.20.1
Great Britain,04/10/2020,width: 99%;,"Fantastic service, because it’s easy to use, with the ability to speak and face time with a specialist, to understand the best next steps. This should be a core service if the NHS.",4.20.1
Great Britain,04/10/2020,width: 59%;,The app is great however it is missing support for iPad,4.20.1
Great Britain,04/09/2020,width: 99%;,This has been invaluable to me since moving to London a year ago. I’ve never had a bad experience and I’ve been unwell a lot. Would definitely recommend gp at hand and Babylon!,4.20.1
Great Britain,04/08/2020,width: 39%;,"App is very buggy, lots of issues with the calls, not coming through, not being able to hear or see the physician.",4.20.1
Great Britain,04/08/2020,width: 99%;,"The GP at hand is a no brainer for any Londoners since its part of the NHS. I would usually have to wait between 4-8 weeks for an appointment at my busy London GP, but since I moved over to Babylon’s GP at hand service, I don’t wait more than an hour!! It’s faster than 111 and nearly all of the GP’s I have spoken to are absolutely incredible. Would definitely recommend, even if you have to pay!",4.20.0
Great Britain,04/07/2020,width: 39%;,The app just cancelled my appointment with no explanation/reason why. There’s no way for me to get in touch with someone to find out why either.,4.20.0
Great Britain,04/06/2020,width: 99%;,I can finally make time to see my GP I’m so happy about this.,4.20.0
Great Britain,04/05/2020,width: 99%;,Such a helpful addition to NHS services,4.20.0
Great Britain,04/04/2020,width: 99%;,Fantastic app for me and my family!,4.20.0
Great Britain,04/04/2020,width: 19%;,Horrible user experience. Crashes a lot. Unable to add family member so unable to book appointments. Useless app.,4.20.0
Great Britain,04/03/2020,width: 19%;,"They take the money for an appointment and then don’t provide the service.  When you then ask for a refund they don’t actually send you the money. Shocking service and woeful customer service. 
Would suggest literally any other service",4.20.0
Great Britain,04/03/2020,width: 59%;,Amazing app with great access to doctors any time. Their prescription service relies on fax machines though (which not many places have!) so getting a prescription is really hard work. Not what you need when you’re sick and standing in a pharmacy for 45 mins trying to call Babylon Helpdesk.,4.20.0
Ireland,04/02/2020,width: 99%;,"So convenient, love this app!support team on help desk are really nice and helpful, doctors are so friendly and professional ,consultations are thorough and easy to navigate!and cost effective for minor things !!would highly recommend!!!",-
Great Britain,04/02/2020,width: 99%;,Time to take charge of your own health and this platform allows you to ensure both physical and mental wellbeing,4.18.3
Great Britain,04/02/2020,width: 99%;,"You can have appointments anywhere as long as you have your phone

Great if you move around a lot

High quality professionals.",4.18.3
Great Britain,03/30/2020,width: 19%;,"After about 30 attempts entering my corporate membership number, I’ve given up.",4.18.3
Great Britain,03/28/2020,width: 99%;,No hassle and the GPS are always helpful and attentive! Worth it for the convenience!,4.18.3
Great Britain,03/28/2020,width: 19%;,"Regret signing up to this service as found doctors are not very pleasant, supportive or helpful. 

Used this option as secondary to my GP but I find I definitely get a better service with GP so can’t see the point of paying extra a year for this level of service.",4.18.3
Japan,03/26/2020,width: 19%;,Doesn’t work. Too buggy. Horrible idea. DON’T download!,-
Great Britain,03/26/2020,width: 99%;,Ion glad I’m able to use the app and contact my general practitioner in the comfort of my home. Superb app that other Gp services need to take up,4.18.2
Great Britain,03/25/2020,width: 99%;,"I’m so glad I took the leap to GP at hand. I moved because working in the city it was ridiculous trying to call a doctor at 8am (when I would already be at on on the way to work) for an appointment that day. But aside from ease of booking the service is so much better. I can slip into a meeting room at work for an appointment, the prescriptions are simple and fast, but best of all, the doctors are kind, attentive and take me and my health seriously. I have also visited a couple of the centres when an in person appointment was needed and this worked fine too.",4.18.1
Great Britain,03/25/2020,width: 99%;,The most useful and helpful service I’ve ever experienced - the NHS are onto something that could help millions - especially in the global health crisis such as the one we’re currently in...thank you!,4.18.1
Great Britain,03/23/2020,width: 39%;,This service only works if you have a simply issue. The team I’m the background buckle on the simplest of requests otherwise. Leaving you in distress and sometimes without medication you are unable to just stop. It is a dangerous place to leave people.,4.18.1
Great Britain,03/23/2020,width: 19%;,The AI chatbot provides wrong and unsafe information. The data protection policy is abysmal. Use at your own risk.,4.18.1
Great Britain,03/23/2020,width: 99%;,"Knowing you can talk to a GP online while we are stuck at home during this social distancing period is priceless! 
Will recommend the app to my family and friends who are freaking out about covid-19",4.18.1
Great Britain,03/22/2020,width: 19%;,"I needed an urgent appointment but all the doctors I saw look less experienced. I was misdiagnosed by Babylon Health long time ago and taken to the emergency service. The quality of doctors looks still terrible.

Don’t book appointments with them - even when you notice that Babylon Health allocates a Doctor without decent experience, you can’t get the refund fees.",4.18.1
Great Britain,03/22/2020,width: 59%;,"Had my first appointment this week. Doctor promised to send email with plan for follow up but never received. Also could not prescribe schedule 4 anxiety medication, which was disappointing. I would consider using again but only if I cannot make it to see a GP in person for something like antibiotics. 

Also for the developers of the app - it’s extremely frustrating that the iOS app clears data each time you minimise eg.. if you’re almost finished booking your appointment and want to double check your phone number when you minimise the app it wipes everything so when you come back in you have to start again. Maybe put a 30 second timer on it? Just a thought.",4.18.1
Great Britain,03/22/2020,width: 19%;,"I am in distress and need help and you have rejected my consultation because you can not process my driving licence details quickly enough!
Shame on you, you should not be in this business even for a second!",4.18.1
Singapore,03/21/2020,width: 19%;,Have rhinitis but the app told me that I have sepsis and should go to A&E via ambulance. Incompetent.,-
Great Britain,03/21/2020,width: 99%;,Especially if you are deaf like me strongly recommended application,4.18.1
Great Britain,03/21/2020,width: 99%;,I got an appointment within hours of booking. This service is a life changer,4.18.1
Great Britain,03/20/2020,width: 99%;,"I cannot say enough good things about Babylon. I always feel reassured by their GPS, service is amazing. Worth every single penny and more. Love you guys - keep doing what you’re doing. Ali Parsa - what an amazing company you have built!",4.18.1
Great Britain,03/20/2020,width: 99%;,"Due to crazy working hours, I can rarely leave the office to get the doctors. With Babylon, I can often get an appointment within the hour and the doctors are always amazing and so helpful! I’m so happy knowing I have this service.",4.18.1
Great Britain,03/19/2020,width: 19%;,"Rubbish dangerous app that will try and remove everything ai on line and doctors this app was developed by members of Boris Johnsons mps in the uk 
Warning the uk government is pushing this app.
If you do the research who run this company ceo. You will see",4.18.0
Germany,03/19/2020,width: 19%;,"First time attempting to speak with a GP. Chose an appointment at crazy hours, because that’s what was left (that’s my problem, not the app). Waited for the phone all, but it didn’t happen. There was no communication around a delay. Waited some more and emailed Babylon. Went back into the app and a pop up told me the appointment had been cancelled (in a back announcing kinda way). So I booked the next available appointment which was 20 mins later, and now I’m still waiting. No call, no contact about a delay (not even a backannounced cancellation). I wanted to love it, but it’s done so badly. Total waste of time :(",4.18.1
Great Britain,03/18/2020,width: 99%;,"Great service , reassuring and easy to use. Had a wonderful call from a great doctor who made you feel important and they were so knowledgeable and helpful .",4.18.0
Switzerland,03/16/2020,width: 79%;,efficient way to have GP !,-
Great Britain,03/15/2020,width: 99%;,Very helpful. Love it,4.18.0
Great Britain,03/15/2020,width: 99%;,All go surgeries should work like this.  Truest brilliant,4.18.0
Great Britain,03/14/2020,width: 99%;,I love Babylon GP at hand. Have told all my friends to sign up. Being able to log into the app and book an appointment immediately means I get great quality care quickly at the times I need it.,4.18.0
Great Britain,03/14/2020,width: 99%;,"For me, I’ve haven’t had any issues with Babylon or GP at hand. It’s been very easy each time and I find the clinicians very polite, punctual and very attentive. I have had one referral for a treatment and the hospital were a bit useless but the staff at Babylon really went out of their way to help me to get in touch with the ward. I would honestly recommend this service if you are someone who is relatively healthy but has a few issues now and then. I’m asthmatic too so need a repeat prescription which is also very easy through the app.",4.18.0
Great Britain,03/13/2020,width: 59%;,"I loved the idea of this app, I’ve had it around 4 months now and it’s been useful to get quick attention for my mental health. 

There are other conditions that I’ve needed medicine for however and I’ve been told I need to go to a GP. 

The reason I got this app was because my surgery is so awful and getting an appointment is only doable by grappling with everyone else at 8:30 in the morning and hoping to get through to the receptionist to get an appointment for that day, none in advanced. Which isn’t great for a working life. The way this app still has to lean on the NHS is disappointing as I thought I’d be getting an alternative. 

I really hope it tries to decouple itself more from it and becomes less reliant on having to go to GPs.

Also one thing that was never made clear to me was, you will pay varying rates for you prescriptions. I paid £3-£5 for my prescriptions in the north, I then moved south and was spending £40-£60 for the same prescriptions, the prices vary at different pharmacies. Beware of this.

The way this app sends prescriptions to pharmacies when you’re issued them is by Fax (yes they’re still using them!) so often you still need to wait at pharmacies to collect orders as the ones I’ve encountered just don’t take any notice of them.",4.18.0
Great Britain,03/13/2020,width: 99%;,So amazing!!!,4.18.0
Great Britain,03/13/2020,width: 19%;,"Do not register with them. Time wasters! 
They don’t do anything at all everything just gets thrown back and forth between different doctors.",4.18.0
Great Britain,03/13/2020,width: 19%;,"The app is great, up to a point. 
When you need anything more than an over the phone appointment the service really fails. 
The hours are incredibly inflexible, and the surgeries really hard to find. 
I was five mins late and was turned away, I got this app because I work 12 hour days- I had to take time off work to get there. 
It’s really disappointing, I needed to get blood work done- and five minutes seems a bit steep to cut me off. 
Very “computer says no” and ignores like the human side of interacting with people.",4.18.0
Great Britain,03/13/2020,width: 99%;,I find this to be one of the best applications out there . It makes everything so much easier for both parties having the feature with video call as well. Sometimes due to different reasons it’s hard to leave the comfort of your house but with -GP at hand- you can have your own private consultation right inside your room .,4.18.0
Great Britain,03/13/2020,width: 19%;,They cancelled my face to face appointment without even giving an explicit explanation. I took half day off to be able to attend this appointment. This is very frustrating.,4.18.0
